"difference","startDate","startSentiment","endSentiment","endDate","ticker","startCount","endCount","countRatio","countSlope","changeInSentimentSlope","normalizedCountSlope","normalizedSentimentSlope","normalizedDifference","normalizedCountRatio","priceOnStartDate","priceOnEndDate","priceOnEndDate3","priceOnEndDate7","priceOnEndDate15","priceOnEndDate30","decision"
"-4","2016-01-05","6","2","2016-01-06","googl","3","2","0.6666666666666666","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0023259213971477555","761.530029","759.330017","733.070007","719.570007","726.669983","703.76001","do nothing"
"-4","2016-01-11","4","0","2016-01-13","hznp","1","1","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","18.09","17.450001","17.719999","19.049999","16.459999","17.02","do nothing"
"-4","2016-01-05","0","-4","2016-01-28","meg","2","3","1.5","-0.043478260869565216","-0.17391304347826086","0.5162845849802371","0.4994124559341951","0.4864864864864865","0.005249936867847791","15.75","16.040001","16.23","15.98","15.17","16.620001","do nothing"
"-4","2016-01-01","2","-2","2016-01-05","mu","1","4","4","-0.75","-1","0.515","0.4966216216216216","0.4864864864864865","0.014021983279947898","14.33","14.82","13.33","12.72","10.05","11.23","do nothing"
"-4","2016-01-22","4","0","2016-01-26","opk","2","1","0.5","0.25","-1","0.5168181818181818","0.4966216216216216","0.4864864864864865","0.0017411183030077487","8.24","8.01","8.04","7.66","7.85","9.14","do nothing"
"-4","2016-01-07","2","-2","2016-01-08","pcln","1","2","2","-1","-4","0.5145454545454545","0.4864864864864865","0.4864864864864865","0.007004346150267813","1167.189941","1136.959961","1136.280029","1086.73999","1097.930054","973.799988","do nothing"
"-4","2016-01-28","3","-1","2016-01-30","swks","2","1","0.5","0.5","-2","0.5172727272727272","0.49324324324324326","0.4864864864864865","0.0017411183030077487","64.790001","69.620003","66.480003","59.299999","61.439999","66.449997","do nothing"
"-4","2016-01-01","2","-2","2016-01-07","vz","6","1","0.16666666666666666","0.8333333333333334","-0.6666666666666666","0.5178787878787878","0.49774774774774777","0.4864864864864865","0.0005715121147277343","45.869999","45.27","45.09","44.869999","47.040001","50.740002","do nothing"
"-4","2016-01-01","3","-1","2016-01-11","cl","2","1","0.5","0.1","-0.4","0.5165454545454546","0.4986486486486486","0.4864864864864865","0.0017411183030077487","64.709999","62.810001","63.529999","64.290001","64.330002","65.809998","do nothing"
"-4","2016-01-01","3","-1","2016-01-08","clbs","1","2","2","-0.14285714285714285","-0.5714285714285714","0.5161038961038961","0.498069498069498","0.4864864864864865","0.007004346150267813","1.08","0.52","0.53","0.65","0.63","0.51","do nothing"
"-4","2016-01-11","0","-4","2016-01-13","clsn","4","6","1.5","-1","-2","0.5145454545454545","0.49324324324324326","0.4864864864864865","0.005249936867847791","1.64","1.38","1.22","1.3","1.34","1.09","do nothing"
"-4","2016-01-01","3","-1","2016-01-05","ctrv","1","1","1","0","-1","0.5163636363636364","0.4966216216216216","0.4864864864864865","0.00349552758542777","1.56","1.5","1.16","1.2","0.93","1.02","do nothing"
"-4","2016-01-06","7","3","2016-01-08","kndi","3","3","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","10.38","9.01","8.72","8.38","7.88","6.99","do nothing"
"-4","2016-01-01","3","-1","2016-01-11","ry","1","1","1","0","-0.4","0.5163636363636364","0.4986486486486486","0.4864864864864865","0.00349552758542777","52.400002","49.459999","48.41","46.290001","48.009998","47.509998","do nothing"
"-4","2016-01-22","4","0","2016-01-26","s","2","3","1.5","-0.25","-1","0.5159090909090909","0.4966216216216216","0.4864864864864865","0.005249936867847791","2.87","2.99","3.02","2.77","2.72","3.07","do nothing"
"-4","2016-01-01","3","-1","2016-01-08","vdsi","2","1","0.5","0.14285714285714285","-0.5714285714285714","0.5166233766233767","0.498069498069498","0.4864864864864865","0.0017411183030077487","16.639999","15.96","15.33","15.45","15","14.32","do nothing"
"-4","2016-01-13","5","1","2016-01-20","vmw","1","1","1","0","-0.5714285714285714","0.5163636363636364","0.498069498069498","0.4864864864864865","0.00349552758542777","52.27","49.189999","48.759998","44.439999","45.279999","49.220001","do nothing"
"-4","2016-01-19","2","-2","2016-01-20","vrng","1","3","3","-2","-4","0.5127272727272727","0.4864864864864865","0.4864864864864865","0.010513164715107855","1.58","1.73","1.8","1.74","1.7","2.16","do nothing"
"-4","2016-01-22","1","-3","2016-01-26","yhoo","2","2","1","0","-1","0.5163636363636364","0.4966216216216216","0.4864864864864865","0.00349552758542777","29.75","29.98","29.51","29.059999","27.1","31.360001","do nothing"
"-4","2016-01-01","4","0","2016-01-05","asps","1","1","1","0","-1","0.5163636363636364","0.4966216216216216","0.4864864864864865","0.00349552758542777","28.719999","28.91","28.540001","27.950001","25.610001","28.68","do nothing"
"-4","2016-01-01","4","0","2016-01-05","ctic","3","2","0.6666666666666666","0.25","-1","0.5168181818181818","0.4966216216216216","0.4864864864864865","0.0023259213971477555","1.23","1.27","1.2","1.28","1.14","1.14","do nothing"
"-4","2016-01-01","4","0","2016-01-03","expe","3","1","0.3333333333333333","1","-2","0.5181818181818182","0.49324324324324326","0.4864864864864865","0.0011563152088677415","120.800003","120.800003","119.040001","111.199997","105.32","98.709999","do nothing"
"-4","2016-01-08","4","0","2016-01-27","expe","1","4","4","-0.15789473684210525","-0.21052631578947367","0.5160765550239235","0.49928876244665715","0.4864864864864865","0.014021983279947898","111.410004","99.529999","102.150002","96.300003","103.370003","105.449997","do nothing"
"-4","2016-01-01","4","0","2016-01-03","gpro","16","2","0.125","7","-2","0.5290909090909091","0.49324324324324326","0.4864864864864865","0.0004253113411927325","18.690001","18.690001","18.41","15.26","10.57","10.24","do nothing"
"-4","2016-01-27","7","3","2016-01-28","gpro","5","3","0.6","2","-4","0.52","0.4864864864864865","0.4864864864864865","0.002092000159491753","10.61","10.57","11.06","9.78","10.31","11.88","do nothing"
"-4","2016-01-01","4","0","2016-01-07","gs","3","1","0.3333333333333333","0.3333333333333333","-0.6666666666666666","0.516969696969697","0.49774774774774777","0.4864864864864865","0.0011563152088677415","177.139999","164.619995","165.729996","161.389999","156.860001","149.25","do nothing"
"-4","2016-01-01","4","0","2016-01-08","idti","2","1","0.5","0.14285714285714285","-0.5714285714285714","0.5166233766233767","0.498069498069498","0.4864864864864865","0.0017411183030077487","26.01","24.65","24.610001","23.299999","24.25","17.799999","do nothing"
"-4","2016-01-22","6","2","2016-01-30","isrg","2","2","1","0","-0.5","0.5163636363636364","0.4983108108108108","0.4864864864864865","0.00349552758542777","566.109985","543.159973","539.349976","507.279999","535.159973","563.059998","do nothing"
"-4","2016-01-01","4","0","2016-01-27","mlnx","2","1","0.5","0.038461538461538464","-0.15384615384615385","0.5164335664335664","0.49948024948024944","0.4864864864864865","0.0017411183030077487","40.650002","39.380001","45.75","46.650002","44.16","50.5","do nothing"
"-4","2016-01-01","4","0","2016-01-07","sabr","1","1","1","0","-0.6666666666666666","0.5163636363636364","0.49774774774774777","0.4864864864864865","0.00349552758542777","27.440001","26.25","25.959999","25.85","25.98","23.18","do nothing"
"-4","2016-01-01","4","0","2016-01-08","tk","1","1","1","0","-0.5714285714285714","0.5163636363636364","0.498069498069498","0.4864864864864865","0.00349552758542777","10.18","7.89","7.3","6.18","5.84","6.35","do nothing"
"-4","2016-01-01","4","0","2016-01-28","tmo","4","2","0.5","0.07407407407407407","-0.14814814814814814","0.5164983164983165","0.4994994994994995","0.4864864864864865","0.0017411183030077487","138.75","128.169998","130.690002","127.800003","126.480003","129.190002","do nothing"
"-4","2016-01-01","4","0","2016-01-06","tmus","4","1","0.25","0.6","-0.8","0.5174545454545455","0.49729729729729727","0.4864864864864865","0.0008639136617977379","38.950001","40.049999","39.68","38.849998","37.099998","35.66","do nothing"
"-4","2016-01-11","3","-1","2016-01-13","feye","2","5","2.5","-1.5","-2","0.5136363636363637","0.49324324324324326","0.4864864864864865","0.008758755432687833","17.379999","16.639999","15.23","14.87","13.77","12","do nothing"
"-4","2016-01-30","4","0","2016-01-31","feye","3","1","0.3333333333333333","2","-4","0.52","0.4864864864864865","0.4864864864864865","0.0011563152088677415","14.41","14.41","14.18","11.96","13.21","17.67","do nothing"
"-4","2016-01-13","4","0","2016-01-20","hsy","1","2","2","-0.14285714285714285","-0.5714285714285714","0.5161038961038961","0.498069498069498","0.4864864864864865","0.007004346150267813","83.599998","84.989998","83.769997","84.43","88.639999","91.029999","do nothing"
"-4","2016-01-01","5","1","2016-01-05","lnkd","4","2","0.5","0.5","-1","0.5172727272727272","0.4966216216216216","0.4864864864864865","0.0017411183030077487","225.550003","229","215.899994","210.429993","189.309998","192.279999","do nothing"
"-4","2016-01-04","4","0","2016-01-05","msft","1","1","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","54.799999","55.049999","52.330002","52.779999","50.790001","52","do nothing"
"-4","2016-01-11","4","0","2016-01-12","tnxp","4","1","0.25","3","-4","0.5218181818181818","0.4864864864864865","0.4864864864864865","0.0008639136617977379","5.99","5.97","5","4.64","4.93","3.8","do nothing"
"-4","2016-01-20","4","0","2016-01-22","unis","2","1","0.5","0.5","-2","0.5172727272727272","0.49324324324324326","0.4864864864864865","0.0017411183030077487","0.75","0.77","0.94","0.9","0.92","1.17","do nothing"
"-4","2016-01-26","-1","-5","2016-01-27","unis","5","3","0.6","2","-4","0.52","0.4864864864864865","0.4864864864864865","0.002092000159491753","0.96","0.91","0.9","1.03","1.03","0.91","do nothing"
"-4","2016-01-01","6","2","2016-01-05","gild","9","5","0.5555555555555556","1","-1","0.5181818181818182","0.4966216216216216","0.4864864864864865","0.0019360526677210845","98.010002","99.260002","96.449997","97.099998","90.550003","86.68","do nothing"
"-4","2016-01-01","6","2","2016-01-08","sep","2","1","0.5","0.14285714285714285","-0.5714285714285714","0.5166233766233767","0.498069498069498","0.4864864864864865","0.0017411183030077487","47.939999","44.23","43.07","44.23","40.939999","45.939999","do nothing"
"-4","2016-01-01","6","2","2016-01-05","xon","4","2","0.5","0.5","-1","0.5172727272727272","0.4966216216216216","0.4864864864864865","0.0017411183030077487","29.17","28.59","25.67","23.200001","26.23","34.959999","do nothing"
"-4","2016-01-05","2","-2","2016-01-11","xon","2","15","7.5","-2.1666666666666665","-0.6666666666666666","0.5124242424242423","0.49774774774774777","0.4864864864864865","0.02630284825688805","28.59","23.1","25.16","24.74","25.950001","31.190001","do nothing"
"-4","2016-01-01","6","2","2016-01-05","ziop","12","2","0.16666666666666666","2.5","-1","0.5209090909090909","0.4966216216216216","0.4864864864864865","0.0005715121147277343","7.97","7.98","7","6.27","5.7","5.35","do nothing"
"-4","2016-01-01","7","3","2016-01-05","chk","3","2","0.6666666666666666","0.25","-1","0.5168181818181818","0.4966216216216216","0.4864864864864865","0.0023259213971477555","4.95","5.01","4.44","4.05","3.32","3.26","do nothing"
"-4","2016-01-25","2","-2","2016-01-26","chk","1","1","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","2.95","3.19","3.39","2.99","1.7","2.56","do nothing"
"-4","2016-01-28","4","0","2016-01-29","chk","2","1","0.5","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0017411183030077487","3.16","3.39","3.21","3.06","1.86","2.61","do nothing"
"-4","2016-01-30","7","3","2016-01-31","mcd","3","3","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","124.610001","124.610001","121.470001","116.050003","119.18","118.849998","do nothing"
"-4","2016-01-05","7","3","2016-01-06","sphs","5","1","0.2","4","-4","0.5236363636363637","0.4864864864864865","0.4864864864864865","0.0006884727335557358","1.76","1.74","1.5","1.55","2.01","1.68","do nothing"
"-4","2016-01-11","4","0","2016-01-13","ibm","1","1","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","133.229996","131.169998","128.110001","121.860001","122.220001","121.040001","do nothing"
"-4","2016-01-27","4","0","2016-01-28","nq","2","3","1.5","-1","-4","0.5145454545454545","0.4864864864864865","0.4864864864864865","0.005249936867847791","3.48","3.5","3.62","3.61","3.26","3.77","do nothing"
"-4","2016-01-05","4","0","2016-01-07","sbux","1","1","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","58.650002","56.689999","57.82","58.98","59.169998","54.139999","do nothing"
"-4","2016-01-08","6","2","2016-01-11","cnat","4","1","0.25","1","-1.3333333333333333","0.5181818181818182","0.4954954954954955","0.4864864864864865","0.0008639136617977379","2.29","1.94","1.75","1.54","1.82","1.65","do nothing"
"-4","2016-01-30","6","2","2016-01-31","gevo","2","3","1.5","-1","-4","0.5145454545454545","0.4864864864864865","0.4864864864864865","0.005249936867847791","0.42","0.42","0.41","0.36","0.42","0.39","do nothing"
"-4","2016-01-28","10","6","2016-01-30","f","11","4","0.36363636363636365","3.5","-2","0.5227272727272727","0.49324324324324326","0.4864864864864865","0.0012626430441659245","11.71","12.07","11.51","11.59","11.87","12.51","do nothing"
"-4","2016-01-08","6","2","2016-01-11","amrn","6","7","1.1666666666666667","-0.3333333333333333","-1.3333333333333333","0.5157575757575757","0.4954954954954955","0.4864864864864865","0.004080330679567777","1.63","1.55","1.56","1.42","1.59","1.32","do nothing"
"-4","2016-01-28","4","0","2016-01-29","xoma","2","1","0.5","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0017411183030077487","1.01","1.01","1","0.88","0.79","0.76","do nothing"
"-4","2016-01-11","4","0","2016-01-13","luv","1","2","2","-0.5","-2","0.5154545454545455","0.49324324324324326","0.4864864864864865","0.007004346150267813","42.040001","40.400002","39.599998","39.299999","36.189999","36.240002","do nothing"
"-4","2016-01-22","2","-2","2016-01-26","mnga","1","2","2","-0.25","-1","0.5159090909090909","0.4966216216216216","0.4864864864864865","0.007004346150267813","1.2","1.17","1.29","1.37","1.17","1.12","do nothing"
"-4","2016-01-26","5","1","2016-01-27","wgbs","2","4","2","-2","-4","0.5127272727272727","0.4864864864864865","0.4864864864864865","0.007004346150267813","0.63","0.65","0.6","0.67","0.61","0.67","do nothing"
"-4","2016-01-13","6","2","2016-01-28","vuzi","4","2","0.5","0.13333333333333333","-0.26666666666666666","0.5166060606060606","0.49909909909909905","0.4864864864864865","0.0017411183030077487","5.2","5.48","5.19","5.71","5.2","5.68","do nothing"
"-4","2016-01-11","8","4","2016-01-12","bbry","13","1","0.07692307692307693","12","-4","0.5381818181818182","0.4864864864864865","0.4864864864864865","0.00025661814096003815","7.52","7.38","6.99","6.75","6.88","6.62","do nothing"
"-4","2016-01-17","2","-2","2016-01-19","bbry","1","1","1","0","-2","0.5163636363636364","0.49324324324324326","0.4864864864864865","0.00349552758542777","6.75","6.75","7.01","7.02","7.18","7.19","do nothing"
"-4","2016-01-11","7","3","2016-01-12","avxl","17","1","0.058823529411764705","16","-4","0.5454545454545454","0.4864864864864865","0.4864864864864865","0.00019311011263714142","5.16","4.1","4.01","3.72","3.6","3.62","do nothing"
"-4","2016-01-20","4","0","2016-01-21","sgyp","1","1","1","0","-4","0.5163636363636364","0.4864864864864865","0.4864864864864865","0.00349552758542777","3.76","4.01","3.98","3.58","3.58","3.84","do nothing"
"-4","2016-01-25","5","1","2016-01-26","gbsn","3","10","3.3333333333333335","-7","-4","0.5036363636363637","0.4864864864864865","0.4864864864864865","0.01168277090338787","0.23","0.2","0.235","0.21","0.192","0.185","do nothing"
"-4","2016-01-11","4","0","2016-01-12","kss","2","1","0.5","1","-4","0.5181818181818182","0.4864864864864865","0.4864864864864865","0.0017411183030077487","50.080002","50.23","48.150002","46.380001","48.709999","39.689999","do nothing"
